session_id,source_file,module,count
session-vibe-02,logs/cases/step0-vibe/session-vibe-02.jsonl,reportlab.lib.styles,3
session-vibe-02,logs/cases/step0-vibe/session-vibe-02.jsonl,reportlab.lib.units,1
session-vibe-02,logs/cases/step0-vibe/session-vibe-02.jsonl,reportlab.pdfbase,7
session-vibe-02,logs/cases/step0-vibe/session-vibe-02.jsonl,reportlab.pdfbase.ttfonts,7
session-vibe-02,logs/cases/step0-vibe/session-vibe-02.jsonl,reportlab.pdfgen,6
session-vibe-02,logs/cases/step0-vibe/session-vibe-02.jsonl,reportlab.platypus,4
session-vibe-02,logs/cases/step0-vibe/session-vibe-02.jsonl,subprocess,1
session-vibe-02,logs/cases/step0-vibe/session-vibe-02.jsonl,svglib.svglib,5
session-vibe-02,logs/cases/step0-vibe/session-vibe-02.jsonl,sys,1
session-vibe-02,logs/cases/step0-vibe/session-vibe-02.jsonl,tempfile,1
session-vibe-02,logs/cases/step0-vibe/session-vibe-02.jsonl,xml.etree.ElementTree,1
session-vibe-02,logs/cases/step0-vibe/session-vibe-02.jsonl,zlib,1
session-vibe-03,logs/cases/step0-vibe/session-vibe-03.jsonl,parcelroute,1
session-vibe-03,logs/cases/step0-vibe/session-vibe-03.jsonl,parcelroute.models,1
session-vibe-03,logs/cases/step0-vibe/session-vibe-03.jsonl,parcelroute.pricing,1
session-vibe-03,logs/cases/step0-vibe/session-vibe-03.jsonl,pytest,1
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,Any,2
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,BaseHTTPRequestHandler,2
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,Path,2
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,TaskStore,2
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,__future__,4
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,argparse,1
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,datetime,1
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,fastapi,1
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,flask,1
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,happen,1
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,http,4
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,http.server,1
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,json,5
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,os,1
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,parse_qs,2
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,pathlib,8
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,requests,1
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,shutil,2
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,socket,2
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,sqlite3,1
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,subprocess,2
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,sys,3
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,task_store,1
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,tempfile,2
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,the,1
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,threading,1
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,time,2
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,typing,4
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,unittest,2
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,urllib.error,2
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,urllib.parse,1
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,urllib.request,2
session-vibe-04,logs/cases/step0-vibe/session-vibe-04.jsonl,uvicorn,1
session-vibe-05,logs/cases/step0-vibe/session-vibe-05.jsonl,PIL,3
session-vibe-05,logs/cases/step0-vibe/session-vibe-05.jsonl,collections,1
session-vibe-05,logs/cases/step0-vibe/session-vibe-05.jsonl,pathlib,3
session-vibe-05,logs/cases/step0-vibe/session-vibe-05.jsonl,playwright,1
session-vibe-05,logs/cases/step0-vibe/session-vibe-05.jsonl,statistics,1
session-vibe-06,logs/cases/step0-vibe/session-vibe-06.jsonl,PIL,15
session-vibe-06,logs/cases/step0-vibe/session-vibe-06.jsonl,__future__,1
session-vibe-06,logs/cases/step0-vibe/session-vibe-06.jsonl,csv,1
session-vibe-06,logs/cases/step0-vibe/session-vibe-06.jsonl,cv2,1
session-vibe-06,logs/cases/step0-vibe/session-vibe-06.jsonl,datetime,4
session-vibe-06,logs/cases/step0-vibe/session-vibe-06.jsonl,decimal,1
session-vibe-06,logs/cases/step0-vibe/session-vibe-06.jsonl,json,7
session-vibe-06,logs/cases/step0-vibe/session-vibe-06.jsonl,numpy,7
session-vibe-06,logs/cases/step0-vibe/session-vibe-06.jsonl,os,2
session-vibe-06,logs/cases/step0-vibe/session-vibe-06.jsonl,pathlib,2
session-vibe-06,logs/cases/step0-vibe/session-vibe-06.jsonl,pytesseract,1
session-vibe-06,logs/cases/step0-vibe/session-vibe-06.jsonl,re,1
session-vibe-06,logs/cases/step0-vibe/session-vibe-06.jsonl,struct,2
session-vibe-06,logs/cases/step0-vibe/session-vibe-06.jsonl,subprocess,5
session-vibe-06,logs/cases/step0-vibe/session-vibe-06.jsonl,sys,1
session-vibe-06,logs/cases/step0-vibe/session-vibe-06.jsonl,tempfile,1
session-vibe-06,logs/cases/step0-vibe/session-vibe-06.jsonl,typing,1
session-vibe-07,logs/cases/step0-vibe/session-vibe-07.jsonl,__future__,1
session-vibe-07,logs/cases/step0-vibe/session-vibe-07.jsonl,collections,1
session-vibe-07,logs/cases/step0-vibe/session-vibe-07.jsonl,html,1
session-vibe-07,logs/cases/step0-vibe/session-vibe-07.jsonl,html.parser,1
session-vibe-07,logs/cases/step0-vibe/session-vibe-07.jsonl,json,2
session-vibe-07,logs/cases/step0-vibe/session-vibe-07.jsonl,os,1
session-vibe-07,logs/cases/step0-vibe/session-vibe-07.jsonl,pathlib,3
session-vibe-07,logs/cases/step0-vibe/session-vibe-07.jsonl,posixpath,1
session-vibe-07,logs/cases/step0-vibe/session-vibe-07.jsonl,re,1
session-vibe-07,logs/cases/step0-vibe/session-vibe-07.jsonl,shutil,1
session-vibe-07,logs/cases/step0-vibe/session-vibe-07.jsonl,socket,3
session-vibe-07,logs/cases/step0-vibe/session-vibe-07.jsonl,subprocess,1
session-vibe-07,logs/cases/step0-vibe/session-vibe-07.jsonl,sys,1
session-vibe-07,logs/cases/step0-vibe/session-vibe-07.jsonl,tempfile,1
session-vibe-07,logs/cases/step0-vibe/session-vibe-07.jsonl,time,1
session-vibe-07,logs/cases/step0-vibe/session-vibe-07.jsonl,urllib.error,1
session-vibe-07,logs/cases/step0-vibe/session-vibe-07.jsonl,urllib.parse,1
session-vibe-07,logs/cases/step0-vibe/session-vibe-07.jsonl,urllib.request,1
session-vibe-08,logs/cases/step0-vibe/session-vibe-08.jsonl,pathlib,5
session-vibe-08,logs/cases/step0-vibe/session-vibe-08.jsonl,venv,1
session-vibe-08,logs/cases/step0-vibe/session-vibe-08.jsonl,zipfile,3
